곡명,라인,제목점수,길이점수,후렴점수,최고빈도점수,평균빈도점수
Left and Right (Feat. Jung Kook of BTS),you're going 'round in circles,0,5,2,35,10.6
Left and Right (Feat. Jung Kook of BTS),"got you stuck up in my head, yeah",0,8,2,35,9.5
Left and Right (Feat. Jung Kook of BTS),memories follow me left and right,0.375,6,3,9,4.7
Left and Right (Feat. Jung Kook of BTS),"i can feel you over here, i can feel you over here",0,12,7,35,20.5
Left and Right (Feat. Jung Kook of BTS),you take up every corner of my mind (of my mind),0.125,11,1,35,13.2
Left and Right (Feat. Jung Kook of BTS),your love stays with me day and night,0.125,8,2,9,4.8
Left and Right (Feat. Jung Kook of BTS),"i can feel you over here, i can feel you over here",0,12,7,35,20.5
Left and Right (Feat. Jung Kook of BTS),you take up every corner of my mind,0.125,8,6,35,12.9
Left and Right (Feat. Jung Kook of BTS),(whatcha gon' do now?),0,4,7,18,12.6
Left and Right (Feat. Jung Kook of BTS),did you know you're the one that got away?,0,9,1,35,10.4
Left and Right (Feat. Jung Kook of BTS),"and even now, baby, i'm still not okay",0.125,8,1,24,6.4
Left and Right (Feat. Jung Kook of BTS),"did you know that my dreams, they're all the same?",0,10,1,35,7.9
Left and Right (Feat. Jung Kook of BTS),every time i close my eyes,0,6,1,24,8.2
Left and Right (Feat. Jung Kook of BTS),memories follow me left and right,0.375,6,3,9,4.7
Left and Right (Feat. Jung Kook of BTS),"i can feel you over here, i can feel you over here",0,12,7,35,20.5
Left and Right (Feat. Jung Kook of BTS),you take up every corner of my mind,0.125,8,6,35,12.9
Left and Right (Feat. Jung Kook of BTS),(whatcha gon' do now?),0,4,7,18,12.6
Left and Right (Feat. Jung Kook of BTS),your love stays with me day and night,0.125,8,2,9,4.8
Left and Right (Feat. Jung Kook of BTS),"i can feel you over here, i can feel you over here",0,12,7,35,20.5
Left and Right (Feat. Jung Kook of BTS),you take up every corner of my mind,0.125,8,6,35,12.9
Left and Right (Feat. Jung Kook of BTS),(whatcha gon' do now?),0,4,7,18,12.6
Left and Right (Feat. Jung Kook of BTS),(oo-oh),0,1,1,18,10.2
Left and Right (Feat. Jung Kook of BTS),"i can feel you over here, i can feel you over here",0,12,7,35,20.5
Left and Right (Feat. Jung Kook of BTS),you take up every corner of my mind,0.125,8,6,35,12.9
Left and Right (Feat. Jung Kook of BTS),(whatcha gon' do now?)embed,0,7,1,35,11.6
00:00 (Zero O’Clock),그런 날 있잖아,0,3,1,3,2.3
00:00 (Zero O’Clock),이유 없이 슬픈 날,0,4,1,3,1.5
00:00 (Zero O’Clock),몸은 무겁고,0,2,1,1,1
00:00 (Zero O’Clock),나 빼곤 모두 다,0,4,1,10,3.5
00:00 (Zero O’Clock),바쁘고 치열해 보이는 날,0,4,1,7,2.6
00:00 (Zero O’Clock),발걸음이 떨어지질 않아,0,3,1,2,1.3
00:00 (Zero O’Clock),벌써 늦은 것 같은데 말야,0,5,1,5,2.2
00:00 (Zero O’Clock),온 세상이 얄밉네,0,3,1,3,1.7
00:00 (Zero O’Clock),"yeah, 곳곳에 덜컥거리는 과속방지턱",0,4,1,2,1.2
00:00 (Zero O’Clock),맘은 구겨지고 말은 자꾸 없어져,0,5,1,4,2.3
00:00 (Zero O’Clock),도대체 왜 나 열심히 뛰었는데,0,5,1,10,3
00:00 (Zero O’Clock),오 내게 왜,0,3,1,10,5
00:00 (Zero O’Clock),집에 와 침대에 누워,0,4,2,3,2.2
00:00 (Zero O’Clock),생각해봐 내 잘못이었을까?,0,3,2,10,5.6
00:00 (Zero O’Clock),어지러운 밤 문득 시곌 봐,0,5,2,4,2.4
00:00 (Zero O’Clock),곧 12시,0,2,2,2,2
00:00 (Zero O’Clock),뭔가 달라질까?,0,2,2,8,4.6
00:00 (Zero O’Clock),그런 건 아닐 거야,0,4,2,4,3.2
00:00 (Zero O’Clock),그래도 이 하루가 끝나잖아,0,4,2,10,5
00:00 (Zero O’Clock),초침과 분침이 겹칠 때,0,4,2,2,2
00:00 (Zero O’Clock),세상은 아주 잠깐 숨을 참아,0,5,2,5,3.6
00:00 (Zero O’Clock),zero o’clock,0,2,2,5,5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),막 내려앉은 저 눈처럼,0,4,2,2,2
00:00 (Zero O’Clock),숨을 쉬자 처음처럼,0,3,2,5,3
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),turn this all around,0,4,3,3,3
00:00 (Zero O’Clock),모든 게 새로운 zero o’clock,0,5,3,5,4.4
00:00 (Zero O’Clock),조금씩 박자가 미끄러져,0,6,1,13,2.7
00:00 (Zero O’Clock),쉬운 표정이 안 지어져,0,4,1,4,1.8
00:00 (Zero O’Clock),익숙한 가사 자꾸 잊어,0,4,1,7,2.4
00:00 (Zero O’Clock),내 맘 같은 게 뭐 하나 없어,0,7,1,5,2.4
00:00 (Zero O’Clock),그래 다 지나간 일들이야,0,4,1,8,2.3
00:00 (Zero O’Clock),혼잣말해도 참 쉽지 않아,0,4,1,7,3.2
00:00 (Zero O’Clock),is it my fault? is it my wrong?,0,8,1,6,2.6
00:00 (Zero O’Clock),답이 없는 나의 메아리만,0,4,1,10,3.8
00:00 (Zero O’Clock),집에 와 침대에 누워,0,4,2,3,2.2
00:00 (Zero O’Clock),생각해봐 내 잘못이었을까?,0,3,2,10,5.6
00:00 (Zero O’Clock),어지러운 밤 문득 시곌 봐,0,5,2,4,2.4
00:00 (Zero O’Clock),곧 12시,0,2,2,2,2
00:00 (Zero O’Clock),뭔가 달라질까?,0,2,2,8,4.6
00:00 (Zero O’Clock),그런 건 아닐 거야,0,4,2,4,3.2
00:00 (Zero O’Clock),그래도 이 하루가 끝나잖아,0,4,2,10,5
00:00 (Zero O’Clock),초침과 분침이 겹칠 때,0,4,2,2,2
00:00 (Zero O’Clock),세상은 아주 잠깐 숨을 참아,0,5,2,5,3.6
00:00 (Zero O’Clock),zero o’clock,0,2,2,5,5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),막 내려앉은 저 눈처럼,0,4,2,2,2
00:00 (Zero O’Clock),숨을 쉬자 처음처럼,0,3,2,5,3
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),turn this all around,0,4,3,3,3
00:00 (Zero O’Clock),모든 게 새로운 zero o’clock,0,5,3,5,4.4
00:00 (Zero O’Clock),두 손 모아 기도하네,0,4,1,7,2.2
00:00 (Zero O’Clock),내일은 좀 더 웃기를 for me,0,6,1,3,1.8
00:00 (Zero O’Clock),좀 낫기를 for me,0,4,1,3,2
00:00 (Zero O’Clock),이 노래가 끝이 나면,0,4,1,10,5.8
00:00 (Zero O’Clock),새 노래가 시작되리,0,3,1,2,1.2
00:00 (Zero O’Clock),"좀 더 행복하기를, yeah",0,4,1,7,3
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),아주 잠깐 숨을 참고,0,4,1,5,3.8
00:00 (Zero O’Clock),오늘도 나를 토닥여,0,3,1,10,4
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),(ooh-ooh) and you gonna be happy,0,6,12,24,14.5
00:00 (Zero O’Clock),turn this all around,0,4,3,3,3
00:00 (Zero O’Clock),모든 게 새로운 zero o’clock,0,5,3,5,4.4
We are Bulletproof : the Eternal,가진 게 꿈밖에 없었네,0,4,1,5,2.2
We are Bulletproof : the Eternal,눈 뜨면 뿌연 아침뿐,0,4,1,1,1
We are Bulletproof : the Eternal,밤새 춤을 추며 노래해,0,4,1,2,1.2
We are Bulletproof : the Eternal,그 끝이 없던 악보들,0,4,1,5,2
We are Bulletproof : the Eternal,"ayy, 우린 호기롭게 shout, ""다 던져봐""",0,6,1,7,2.4
We are Bulletproof : the Eternal,"세상과 첫 싸움, don’t wanna die",0,6,1,2,1.4
We are Bulletproof : the Eternal,"but so much pain, too much cryin’",0,7,1,3,1.8
We are Bulletproof : the Eternal,"so, 무뎌지는 칼날",0,3,1,2,1.2
We are Bulletproof : the Eternal,"oh, i-i-i-i-i-i-i-i",0,2,3,48,44.1
We are Bulletproof : the Eternal,we were only seven,0.166666667,4,2,30,9.8
We are Bulletproof : the Eternal,i-i-i-i-i-i-i-i,0,1,2,48,46.6
We are Bulletproof : the Eternal,but we have you all now,0.166666667,6,1,30,8.7
We are Bulletproof : the Eternal,일곱의 겨울과 봄 뒤에,0,4,1,6,3.6
We are Bulletproof : the Eternal,이렇게 맞잡은 손끝에,0,3,1,5,2.8
We are Bulletproof : the Eternal,"oh, i-i-i-i-i-i-i-i",0,2,3,48,44.1
We are Bulletproof : the Eternal,"yeah, we got to heaven",0.166666667,5,2,30,12.2
We are Bulletproof : the Eternal,내게 돌을 던져 우린 겁이 없어 anymore,0,7,3,7,4.4
We are Bulletproof : the Eternal,"we are, we are together, bulletproof (yeah, we have you, have you)",0.5,12,3,30,15.4
We are Bulletproof : the Eternal,또 겨울이 와도 누가 날 막아도 걸어가,0,7,3,6,4
We are Bulletproof : the Eternal,"we are, we are forever, bulletproof",0.5,6,3,30,17.2
We are Bulletproof : the Eternal,"(yeah, we got to heaven)",0.166666667,5,4,30,11.3
We are Bulletproof : the Eternal,we are bullet-bullet-bulletproof,0.333333333,3,1,45,21.4
We are Bulletproof : the Eternal,부정적인 시선에 맞서 우린 해냈구,0,5,1,7,2.6
We are Bulletproof : the Eternal,나쁜 기억도 많은 시련도,0,4,1,1,1
We are Bulletproof : the Eternal,다 호기롭게 우린 막아냈지 bulletproof,0.166666667,5,1,8,3.7
We are Bulletproof : the Eternal,늘 생각해 아직 꿈속인 건 아닐까?,0,6,1,6,1.8
We are Bulletproof : the Eternal,길었던 겨울 끝에 온 게 진짜 봄일까?,0,7,1,6,3
We are Bulletproof : the Eternal,모두 비웃던 한땐 부끄럽던 이름,0,5,1,1,1
We are Bulletproof : the Eternal,이건 쇠로 된 증명 bullet-proof,0,5,1,45,8
We are Bulletproof : the Eternal,"oh, i-i-i-i-i-i-i-i",0,5,1,48,37.8
We are Bulletproof : the Eternal,we were only seven,0.166666667,4,2,30,9.8
We are Bulletproof : the Eternal,i-i-i-i-i-i-i-i,0,1,2,48,46.6
We are Bulletproof : the Eternal,but we have you all now,0.166666667,6,1,30,10.5
We are Bulletproof : the Eternal,일곱의 겨울과 봄 뒤에,0,4,1,6,3.2
We are Bulletproof : the Eternal,이렇게 맞잡은 손끝에,0,3,1,2,2
We are Bulletproof : the Eternal,"oh, i-i-i-i-i-i-i-i",0,2,3,48,44.1
We are Bulletproof : the Eternal,"yeah, we got to heaven",0.166666667,5,2,30,12.2
We are Bulletproof : the Eternal,내게 돌을 던져 우린 겁이 없어 anymore,0,7,3,7,4.4
We are Bulletproof : the Eternal,"we are, we are together, bulletproof (yeah, we have you, have you)",0.5,12,3,30,15.4
We are Bulletproof : the Eternal,또 겨울이 와도 누가 날 막아도 걸어가,0,7,3,6,4
We are Bulletproof : the Eternal,"we are, we are forever, bulletproof",0.5,6,3,30,17.2
We are Bulletproof : the Eternal,"(yeah, we got to heaven)",0.166666667,5,4,30,11.3
We are Bulletproof : the Eternal,"oh, oh, oh, oh",0,4,1,7,7
We are Bulletproof : the Eternal,다신 멈추지 않을래,0,3,1,1,1
We are Bulletproof : the Eternal,"여기 우리가 함께이기에 (no, no)",0,5,1,9,4.6
We are Bulletproof : the Eternal,tell me your every story,0,5,1,3,1.8
We are Bulletproof : the Eternal,tell me why you don't stop this,0,7,1,16,3.7
We are Bulletproof : the Eternal,tell me why you still walkin',0,6,1,16,4.3
We are Bulletproof : the Eternal,walkin' with us,0,3,1,4,2.5
We are Bulletproof : the Eternal,"(yeah, we got to heaven)",0.166666667,5,4,30,11.3
We are Bulletproof : the Eternal,내게 돌을 던져 우린 겁이 없어 anymore,0,7,3,7,4.4
We are Bulletproof : the Eternal,"we are, we are together, bulletproof (yeah, we have you, have you)",0.5,12,3,30,15.4
We are Bulletproof : the Eternal,또 겨울이 와도 누가 날 막아도 걸어가,0,7,3,6,4
We are Bulletproof : the Eternal,"we are, we are forever, bulletproof",0.5,6,3,30,17.2
We are Bulletproof : the Eternal,"(yeah, we got to heaven)",0.166666667,5,4,30,11.3
We are Bulletproof : the Eternal,"(yeah, we have you, have you)",0.166666667,6,1,30,14.1
We are Bulletproof : the Eternal,"yeah, we are not seven, with you",0.333333333,7,3,30,12.4
We are Bulletproof : the Eternal,"yeah, we are not seven, with you",0.333333333,7,3,30,12.4
We are Bulletproof : the Eternal,"yeah, we are not seven, with you",0.333333333,7,3,30,12.4
Inner Child,그때 우리 참 많이 힘들었지,0,5,1,2,1.8
Inner Child,너무나 먼 저 하늘의 별,0,5,1,2,1.4
Inner Child,올려보면서,0,1,1,4,2.5
Inner Child,그때의 넌 은하수를 믿지 않아,0,5,1,10,3.2
Inner Child,하지만 난 봐버렸는 걸 은색 galaxy,0,6,1,7,2.7
Inner Child,아팠을 거야 너무 힘들었을 거야,0,5,1,4,2.8
Inner Child,끝없는 빛을 쫓아 난 달렸거든,0,5,1,7,2.4
Inner Child,아릿해와 그 여름날의 공기,0,4,2,3,2.3
Inner Child,너무 차갑던 잿빛 거리의 소리,0,5,2,3,2.2
Inner Child,숨을 마시고 네 문을 두드리네,0,5,2,10,3.6
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,이제 우리 많이 웃었음 해,0,5,1,3,2.2
Inner Child,괜찮을 거야 오늘의 내가 괜찮으니까,0,5,1,7,3.2
Inner Child,어제의 너 이젠 다 보여,0,5,1,10,3
Inner Child,움트던 장미 속 많은 가시 안아주고 싶어,0,7,1,3,1.2
Inner Child,미소진 꼬마 마냥 해맑게 웃던 아이,0,6,1,2,1.1
Inner Child,그런 널 보면 자꾸 웃음이 나와,0,6,1,10,3
Inner Child,아릿해와 그 여름날의 공기,0,4,2,3,2.3
Inner Child,너무 차갑던 잿빛 거리의 소리,0,5,2,3,2.2
Inner Child,숨을 마시고 네 문을 두드리네,0,5,2,10,3.6
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,tonight 네게 내 손을 맞닿으면,0,8,1,10,3.1
Inner Child,그 손을 잡아줄 수 있니?,0,5,1,3,1.7
Inner Child,내가 너가 될 테니,0,4,1,10,4.8
Inner Child,넌 나의 은하수들을 보면 돼,0,5,1,10,4.8
Inner Child,저 별들을 맞으면 돼,0,4,1,3,2.2
Inner Child,나의 세상을 네게 줄게,0,4,1,10,4.4
Inner Child,너의 눈을 비춘 빛들은 지금의 나니까,0,6,1,10,2.7
Inner Child,"you’re my boy, my boy",0,5,1,5,3.4
Inner Child,"my boy, my boy, my boy",0,6,1,5,5
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Inner Child,we gon' change,0,3,18,18,18
Permission to Dance,when your heart's just like a drum,0,7,1,51,10.9
Permission to Dance,beating louder with no way to guard it,0.333333333,8,1,19,4.6
Permission to Dance,when it all seems like it's wrong,0,7,1,51,11.2
Permission to Dance,just sing along to elton john,0.333333333,6,1,19,5.8
Permission to Dance,"and to that feeling, we're just getting started",0.333333333,8,1,51,14
Permission to Dance,when the nights get colder,0,5,1,18,5.6
Permission to Dance,and the rhythms got you falling behind,0,7,1,18,6.1
Permission to Dance,just dream about that moment,0,5,1,12,4.4
Permission to Dance,"when you look yourself right in the eye, eye, eye",0,10,1,18,5
Permission to Dance,then you say,0,3,1,6,3.7
Permission to Dance,i wanna dance,0.333333333,3,2,7,4.3
Permission to Dance,the music's got me going,0,5,2,51,14.9
Permission to Dance,"ain't nothing that can stop how we move, yeah",0,9,2,51,12.5
Permission to Dance,let's break our plans,0,4,3,51,13.7
Permission to Dance,and live just like we're golden,0,6,2,51,15.8
Permission to Dance,and roll in like we're dancing fools,0,7,2,51,13.8
Permission to Dance,we don't need to worry,0.333333333,5,3,51,20.1
Permission to Dance,"'cause when we fall, we know how to land",0.333333333,9,2,51,16.5
Permission to Dance,"don't need to talk the talk, just walk the walk tonight",0.333333333,11,2,51,14.1
Permission to Dance,'cause we don't need permission to dance,1,7,3,51,20.8
Permission to Dance,there's always something that's standing in the way,0,8,1,51,14.2
Permission to Dance,but if you don't let it faze ya,0,8,1,51,10.4
Permission to Dance,you'll know just how to break,0.333333333,6,1,51,13.5
Permission to Dance,"just keep the right vibe, yeah",0,6,1,18,7.7
Permission to Dance,'cause there's no looking back,0,5,1,51,16.8
Permission to Dance,there ain't no one to prove,0.333333333,6,1,51,12.5
Permission to Dance,we don't got this on lock (yeah),0,7,1,51,13.4
Permission to Dance,the wait is over,0,4,1,18,6
Permission to Dance,"the time is now so let's do it right, mm (yeah)",0,11,1,51,9.3
Permission to Dance,"yeah, we'll keep going",0,4,1,51,16.8
Permission to Dance,and stay up until we see the sunri-i-ise (yeah),0,9,1,38,11.5
Permission to Dance,and we'll say,0,3,1,51,19.6
Permission to Dance,i wanna dance,0.333333333,6,1,7,3.2
Permission to Dance,the music's got me going,0,5,2,51,14.9
Permission to Dance,"ain't nothing that can stop how we move, yeah",0,9,2,51,12.5
Permission to Dance,let's break our plans,0,4,3,51,13.7
Permission to Dance,and live just like we're golden,0,6,2,51,15.8
Permission to Dance,and roll in like we're dancing fools,0,7,2,51,13.8
Permission to Dance,we don't need to worry,0.333333333,5,3,51,20.1
Permission to Dance,"'cause when we fall, we know how to land",0.333333333,9,2,51,16.5
Permission to Dance,"don't need to talk the talk, just walk the walk tonight",0.333333333,11,2,51,14.1
Permission to Dance,'cause we don't need permission to dance,1,7,3,51,20.8
Permission to Dance,da-na-na-na-na-na-na,0,1,5,38,34.6
Permission to Dance,da-na-na-na-na-na-na,0,1,5,38,34.6
Permission to Dance,da-na-na-na-na-na-na,0,1,5,38,34.6
Permission to Dance,"no, we don't need permission to dance",1,7,1,51,17
Permission to Dance,da-na-na-na-na-na-na (hey),0,2,1,38,29.5
Permission to Dance,da-na-na-na-na-na-na,0,1,5,38,34.6
Permission to Dance,da-na-na-na-na-na-na,0,1,5,38,34.6
Permission to Dance,"well, let me show ya",0,5,1,6,3
Permission to Dance,"that we can keep the fire alive, mm",0,8,1,30,8.2
Permission to Dance,'cause it's not over,0,4,1,51,19.6
Permission to Dance,"'til it's over, say it one more time",0,8,1,51,13.3
Permission to Dance,say,0,1,1,4,4
Permission to Dance,i wanna dance,0.333333333,3,2,7,4.3
Permission to Dance,the music's got me going (music's got me going),0,9,1,51,14
Permission to Dance,"ain't nothing that can stop how we move, yeah (hey, yeah)",0,11,1,51,11.3
Permission to Dance,let's break our plans,0,4,3,51,13.7
Permission to Dance,and live just like we're golden (ooh),0,7,1,51,13.5
Permission to Dance,and roll in like we're dancing fools (like we're dancing fools),0,11,1,51,14.7
Permission to Dance,we don't need to worry,0.333333333,5,3,51,20.1
Permission to Dance,"'cause when we fall, we know how to land (we know how to land)",0.333333333,14,1,51,14.8
Permission to Dance,"don't need to talk the talk, just walk the walk tonight (ooh)",0.333333333,12,1,51,12.8
Permission to Dance,'cause we don't need permission to dance,1,7,3,51,20.8
Life Goes On,어느 날 세상이 멈췄어,0,4,1,3,2
Life Goes On,아무런 예고도 하나 없이,0,4,1,3,1.5
Life Goes On,봄은 기다림을 몰라서,0,3,1,1,1
Life Goes On,눈치 없이 와버렸어,0,3,1,3,2
Life Goes On,발자국이 지워진 거리,0,3,1,3,1.5
Life Goes On,여기 넘어져있는 나,0,3,1,4,3.2
Life Goes On,혼자 가네 시간이,0,3,1,1,1
Life Goes On,"미안해 말도 없이, yeah",0,4,1,13,5.2
Life Goes On,오늘도 비가 내릴 것 같아,0,5,1,2,1.4
Life Goes On,흠뻑 젖어버렸네,0,2,1,2,1.3
Life Goes On,아직도 멈추질 않아,0,3,1,7,4
Life Goes On,저 먹구름보다 빨리 달려가,0,4,1,3,1.5
Life Goes On,그럼 될 줄 알았는데,0,4,1,1,1
Life Goes On,나 겨우 사람인가 봐,0,4,1,4,2.6
Life Goes On,몹시 아프네,0,2,1,1,1
Life Goes On,세상이란 놈이 준 감기,0,4,1,3,1.8
Life Goes On,덕분에 눌러보는 먼지 쌓인 되감기,0,5,1,3,1.3
Life Goes On,넘어진 채 청하는 엇박자의 춤,0,5,1,2,1.2
Life Goes On,겨울이 오면 내쉬자,0,3,1,2,1.3
Life Goes On,더 뜨거운 숨,0,3,1,3,2
Life Goes On,끝이 보이지 않아,0,3,2,7,4
Life Goes On,출구가 있긴 할까?,0,3,2,5,3.2
Life Goes On,"발이 떼지질 않아 않아, oh",0,5,1,7,4.7
Life Goes On,잠시 두 눈을 감아,0,4,1,3,2.2
Life Goes On,여기 내 손을 잡아,0,4,1,4,3
Life Goes On,저 미래로 달아나자,0,3,1,3,2.3
Life Goes On,like an echo in the forest,0,6,2,7,3.8
Life Goes On,하루가 돌아오겠지,0,2,2,4,3
Life Goes On,아무 일도 없단 듯이,0,4,2,2,2
Life Goes On,"yeah, life goes on",1,4,3,13,7.2
Life Goes On,like an arrow in the blue sky,0,7,2,7,3.6
Life Goes On,또 하루 더 날아가지,0,4,1,4,3.5
Life Goes On,"on my pillow, on my table",0.333333333,6,2,8,4.7
Life Goes On,"yeah, life goes on",1,4,3,13,7.2
Life Goes On,like this again,0,3,2,7,3.7
Life Goes On,이 음악을 빌려 너에게 나 전할게 (ayy),0,10,1,8,2.8
Life Goes On,사람들은 말해 세상이 다 변했대 (no),0,6,1,8,3.5
Life Goes On,mm-mm-mm-mm,0,1,1,14,8.3
Life Goes On,다행히도 우리 사이는,0,3,1,1,1
Life Goes On,아직 여태 안 변했네,0,4,1,2,1.5
Life Goes On,"늘 하던 시작과 끝 ""안녕"" 이란 말로",0,7,1,5,2.4
Life Goes On,"오늘과 내일을 또 함께 이어보자고 (ooh, ooh, ooh, oh-woah)",0,9,1,14,4.3
Life Goes On,멈춰있지만 어둠에 숨지 마,0,4,1,4,2.8
Life Goes On,빛은 또 떠오르니깐,0,3,1,4,2
Life Goes On,끝이 보이지 않아,0,3,2,7,4
Life Goes On,출구가 있긴 할까?,0,3,2,5,3.2
Life Goes On,발이 떼지질 않아 않아 oh,0,5,1,7,4.7
Life Goes On,잠시 두 눈을 감아 (감아),0,5,1,8,4
Life Goes On,여기 내 손을 잡아 (잡아),0,5,1,8,4.4
Life Goes On,"저 미래로 달아나자 (oh, oh, oh)",0,6,1,8,5.5
Life Goes On,like an echo in the forest,0,6,2,7,3.8
Life Goes On,하루가 돌아오겠지,0,2,2,4,3
Life Goes On,아무 일도 없단 듯이,0,4,2,2,2
Life Goes On,"yeah, life goes on (oh, woah)",1,6,1,13,6.8
Life Goes On,like an arrow in the blue sky,0,7,2,7,3.6
Life Goes On,또 하루 더 날아가지 (날아가지),0,5,1,8,4.7
Life Goes On,"on my pillow, on my table",0.333333333,6,2,8,4.7
Life Goes On,"yeah, life goes on",1,4,3,13,7.2
Life Goes On,like this again,0,3,2,7,3.7
Life Goes On,i remember,0,2,4,6,5
Life Goes On,"i, yeah-yeah-yeah-yeah",0,2,2,14,12.5
Life Goes On,i remember,0,2,4,6,5
Life Goes On,"ah-ah, ah-ah",0,2,2,14,10
Life Goes On,i remember,0,2,4,6,5
Life Goes On,"i, yeah-yeah-yeah-yeah",0,2,2,14,12.5
Life Goes On,i remember,0,2,4,6,5
Life Goes On,"ah-ah, ah-ah",0,2,2,14,10
병,"uh, it looks like i lost something",0,7,1,41,8.7
병,i relieve my anxiety with a sip of coffee,0,9,1,41,8.2
병,an endless rest,0,3,1,2,1.3
병,happiness suddenly comes towards me uncomfortably,0,6,1,3,1.5
병,"24 hours, that’s plenty of time",0,6,1,18,5.9
병,i could sleep all day but there’s still no problem,0,10,1,41,8.6
병,i think i should work till my body breaks,0,9,1,41,12.1
병,i’m the damn guy who eats three meals a day,0,10,1,41,9.7
병,"my crime, the dog bit me while i was resting",0,10,1,41,8.8
병,"scream “don’t do that,” but i’m depending on results every day",0,11,1,41,8.2
병,"e'r'yday do my thang, damn if i fail",0,8,1,41,10
병,"keep growling, tap a rotten rope",0,6,1,7,2.5
병,"insecurity, this is a disease",0,5,1,9,5.4
병,"the physical stuff is a stun from work, ow!",0,9,1,22,4.6
병,maybe,0,1,2,2,2
병,"i'm sick, yeah, becausе i think too much",0,8,1,41,13
병,i hate that,0,3,2,41,17
병,i’m childish but not that simple,0,6,2,41,11.8
병,"i’m just young, only my body’s grown",0,7,2,41,12
병,limping all my life,0,4,2,16,8
병,"onе for the laugh, two for the show",0,8,1,22,7.6
병,just like i'm so fine,0,5,2,41,14
병,every day i comfort myself,0,5,3,41,11.8
병,"they're all the same people, ain't so special",0,8,3,25,9.6
병,"ay man keep one, two step",0,6,3,9,4.5
병,let's treat them all calmly,0,5,3,25,8.4
병,my disease,0,2,3,16,11.5
병,dis-dis-dis-disease,0,1,3,18,12.6
병,throw away,0,2,2,5,4.5
병,my fe-fe-fe-fear,0,2,2,18,12.8
병,"rm, yeah",0,2,1,4,2.5
병,even our hearts need a vacation,0,6,1,7,2
병,"oh, just do your job like it's one",0,8,1,25,7.8
병,"i'm ill, yeah, i'm the job itself",0,7,1,41,17.3
병,"the friend called ‘rest,’ oh, i never liked him",0,9,1,41,8.4
병,how much do you have to earn to be happy?,0,10,1,5,3.4
병,this glass bottle hits your head,0,6,1,3,1.7
병,is the world sick or am i sick? i’m confused,0,10,1,41,13.5
병,"i take off my glasses, but the dark doesn't blur",0,10,1,41,10.3
병,whatever label is attached to me after this time,0,9,1,9,3
병,i hope they’ll all be you,0,6,1,41,11
병,"your you, you",0,3,1,5,4.3
병,"everyone has a lot of diseases, what i’m confused",0,12,1,41,7.2
병,is that mankind is inherently evil,0,6,1,9,4.8
병,there more than 400 kinds of mental diseases,0,8,1,5,2.2
병,but no one really fits into any of these categories,0,10,1,9,3.1
병,"yo, is the world sick or am i sick?",0,9,1,41,10.1
병,or do we just interpret things differently?,0,7,1,6,3.1
병,or is that all to it?,0,6,1,11,7.6
병,"i don’t know, changing myself is faster",0,7,1,41,9.6
병,than looking at people differently,0,5,1,4,2.2
병,maybe,0,1,2,2,2
병,"i'm sick, yeah, because i think too much",0,8,1,41,14.1
병,i hate that,0,3,2,41,17
병,i’m childish but not that simple,0,6,2,41,11.8
병,"i’m just young, only my body’s grown",0,7,2,41,12
병,limping all my life,0,4,2,16,8
병,"one for the laugh, two for the show",0,8,1,22,9
병,just like i'm so fine,0,5,2,41,14
병,every day i comfort myself,0,5,3,41,11.8
병,"they're all the same people, ain't so special",0,8,3,25,9.6
병,"ay man keep one, two step",0,6,3,9,4.5
병,let's treat them all calmly,0,5,3,25,8.4
병,my disease,0,2,3,16,11.5
